Codi circumscripci�,Codi municipi,Nom municipi,Districte,Secci�,Mesa,Cens electoral,Votants,% votants,Abstenci�,% abstenci�,Vots nuls,% vots nuls,Vots en blanc,% vots en blanc, Vots a candidatures,% vots a candidatures,Vots v�lids,% vots v�lids,Codi comarca,Nom comarca
17,66,Figueres                                          ,4,2,B,616,474,"076,95",142,"023,05",4,"000,84",4,"000,84",466,"098,31",470,"099,16",2,Alt Empord�                             
17,66,Figueres                                          ,4,3,A,692,518,"074,86",174,"025,14",5,"000,97",1,"000,19",512,"098,84",513,"099,03",2,Alt Empord�                             
17,66,Figueres                                          ,4,3,B,708,516,"072,88",192,"027,12",0,"000,00",5,"000,97",511,"099,03",516,"100,00",2,Alt Empord�                             
17,66,Figueres                                          ,4,4,A,808,649,"080,32",159,"019,68",4,"000,62",1,"000,15",644,"099,23",645,"099,38",2,Alt Empord�                             
17,66,Figueres                                          ,4,4,B,925,725,"078,38",200,"021,62",2,"000,28",4,"000,55",719,"099,17",723,"099,72",2,Alt Empord�                             
17,66,Figueres                                          ,4,5,U,1.089,739,"067,86",350,"032,14",6,"000,81",2,"000,27",731,"098,92",733,"099,19",2,Alt Empord�                             
17,66,Figueres                                          ,4,7,U,718,594,"082,73",124,"017,27",0,"000,00",1,"000,17",593,"099,83",594,"100,00",2,Alt Empord�                             
17,66,Figueres                                          ,4,8,U,761,601,"078,98",160,"021,02",2,"000,33",0,"000,00",599,"099,67",599,"099,67",2,Alt Empord�                             
17,66,Figueres                                          ,4,9,U,997,831,"083,35",166,"016,65",4,"000,48",2,"000,24",825,"099,28",827,"099,52",2,Alt Empord�                             
17,67,Fla��                                             ,1,1,U,696,599,"086,06",97,"013,94",2,"000,33",1,"000,17",596,"099,50",597,"099,67",20,Giron�s                                 
17,68,Foix�                                             ,1,1,U,257,231,"089,88",26,"010,12",1,"000,43",1,"000,43",229,"099,13",230,"099,57",10,Baix Empord�                            
17,69,Fontanals de Cerdanya                             ,1,1,U,373,323,"086,60",50,"013,40",2,"000,62",0,"000,00",321,"099,38",321,"099,38",15,Cerdanya                                
17,70,Fontanilles                                       ,1,1,U,111,101,"090,99",10,"009,01",0,"000,00",0,"000,00",101,"100,00",101,"100,00",10,Baix Empord�                            
17,71,Fontcoberta                                       ,1,1,A,545,496,"091,01",49,"008,99",3,"000,60",2,"000,40",491,"098,99",493,"099,40",28,Pla de l'Estany                         
17,71,Fontcoberta                                       ,1,1,B,589,537,"091,17",52,"008,83",1,"000,19",1,"000,19",535,"099,63",536,"099,81",28,Pla de l'Estany                         
17,73,Fornells de la Selva                              ,1,1,A,967,884,"091,42",83,"008,58",1,"000,11",6,"000,68",877,"099,21",883,"099,89",20,Giron�s                                 
17,73,Fornells de la Selva                              ,1,1,B,955,881,"092,25",74,"007,75",0,"000,00",8,"000,91",873,"099,09",881,"100,00",20,Giron�s                                 
17,74,Forti�                                            ,1,1,U,527,446,"084,63",81,"015,37",1,"000,22",5,"001,12",440,"098,65",445,"099,78",2,Alt Empord�                             
17,75,Garrig�s                                          ,1,1,U,327,286,"087,46",41,"012,54",2,"000,70",0,"000,00",284,"099,30",284,"099,30",2,Alt Empord�                             
17,76,Garrigoles                                        ,1,1,U,129,114,"088,37",15,"011,63",0,"000,00",0,"000,00",114,"100,00",114,"100,00",10,Baix Empord�                            
17,77,Garriguella                                       ,1,1,U,549,474,"086,34",75,"013,66",0,"000,00",0,"000,00",474,"100,00",474,"100,00",2,Alt Empord�                             
17,78,Ger                                               ,1,1,U,324,280,"086,42",44,"013,58",0,"000,00",1,"000,36",279,"099,64",280,"100,00",15,Cerdanya                                
17,79,Girona                                            ,1,1,U,762,626,"082,15",136,"017,85",1,"000,16",1,"000,16",624,"099,68",625,"099,84",20,Giron�s                                 
17,79,Girona                                            ,1,2,U,670,565,"084,33",105,"015,67",5,"000,88",1,"000,18",559,"098,94",560,"099,12",20,Giron�s                                 
17,79,Girona                                            ,1,3,U,916,738,"080,57",178,"019,43",1,"000,14",5,"000,68",732,"099,19",737,"099,86",20,Giron�s                                 
17,79,Girona                                            ,1,4,U,771,575,"074,58",196,"025,42",3,"000,52",2,"000,35",570,"099,13",572,"099,48",20,Giron�s                                 
17,79,Girona                                            ,1,5,A,468,248,"052,99",220,"047,01",1,"000,40",0,"000,00",247,"099,60",247,"099,60",20,Giron�s                                 
17,79,Girona                                            ,1,5,B,539,320,"059,37",219,"040,63",1,"000,31",2,"000,63",317,"099,06",319,"099,69",20,Giron�s                                 
17,79,Girona                                            ,1,6,A,522,400,"076,63",122,"023,37",8,"002,00",0,"000,00",392,"098,00",392,"098,00",20,Giron�s                                 
17,79,Girona                                            ,1,6,B,470,354,"075,32",116,"024,68",7,"001,98",0,"000,00",347,"098,02",347,"098,02",20,Giron�s                                 
17,79,Girona                                            ,2,1,U,601,531,"088,35",70,"011,65",1,"000,19",1,"000,19",529,"099,62",530,"099,81",20,Giron�s                                 
17,79,Girona                                            ,2,2,U,647,541,"083,62",106,"016,38",2,"000,37",0,"000,00",539,"099,63",539,"099,63",20,Giron�s                                 
17,79,Girona                                            ,2,3,U,925,795,"085,95",130,"014,05",5,"000,63",5,"000,63",785,"098,74",790,"099,37",20,Giron�s                                 
17,79,Girona                                            ,2,4,A,586,514,"087,71",72,"012,29",1,"000,19",3,"000,58",510,"099,22",513,"099,81",20,Giron�s                                 
17,79,Girona                                            ,2,4,B,655,571,"087,18",84,"012,82",1,"000,18",7,"001,23",563,"098,60",570,"099,82",20,Giron�s                                 
17,79,Girona                                            ,2,5,U,714,599,"083,89",115,"016,11",0,"000,00",6,"001,00",593,"099,00",599,"100,00",20,Giron�s                                 
17,79,Girona                                            ,2,6,A,737,625,"084,80",112,"015,20",0,"000,00",4,"000,64",621,"099,36",625,"100,00",20,Giron�s                                 
17,79,Girona                                            ,2,6,B,684,588,"085,96",96,"014,04",2,"000,34",4,"000,68",582,"098,98",586,"099,66",20,Giron�s                                 
17,79,Girona                                            ,2,7,A,636,559,"087,89",77,"012,11",4,"000,72",3,"000,54",552,"098,75",555,"099,28",20,Giron�s                                 
17,79,Girona                                            ,2,7,B,628,552,"087,90",76,"012,10",4,"000,72",4,"000,72",544,"098,55",548,"099,28",20,Giron�s                                 
17,79,Girona                                            ,2,8,A,757,676,"089,30",81,"010,70",3,"000,44",4,"000,59",669,"098,96",673,"099,56",20,Giron�s                                 
17,79,Girona                                            ,2,8,B,754,660,"087,53",94,"012,47",4,"000,61",4,"000,61",652,"098,79",656,"099,39",20,Giron�s                                 
17,79,Girona                                            ,2,9,A,492,416,"084,55",76,"015,45",4,"000,96",2,"000,48",410,"098,56",412,"099,04",20,Giron�s                                 
17,79,Girona                                            ,2,9,B,531,460,"086,63",71,"013,37",0,"000,00",4,"000,87",456,"099,13",460,"100,00",20,Giron�s                                 
17,79,Girona                                            ,2,10,A,805,693,"086,09",112,"013,91",3,"000,43",2,"000,29",688,"099,28",690,"099,57",20,Giron�s                                 
17,79,Girona                                            ,2,10,B,793,694,"087,52",99,"012,48",0,"000,00",2,"000,29",692,"099,71",694,"100,00",20,Giron�s                                 
17,79,Girona                                            ,2,11,A,740,622,"084,05",118,"015,95",0,"000,00",3,"000,48",619,"099,52",622,"100,00",20,Giron�s                                 
17,79,Girona                                            ,2,11,B,750,628,"083,73",122,"016,27",7,"001,11",2,"000,32",619,"098,57",621,"098,89",20,Giron�s                                 
17,79,Girona                                            ,2,12,A,519,455,"087,67",64,"012,33",0,"000,00",6,"001,32",449,"098,68",455,"100,00",20,Giron�s                                 
17,79,Girona                                            ,2,12,B,459,401,"087,36",58,"012,64",1,"000,25",4,"001,00",396,"098,75",400,"099,75",20,Giron�s                                 
17,79,Girona                                            ,2,13,U,757,651,"086,00",106,"014,00",2,"000,31",1,"000,15",648,"099,54",649,"099,69",20,Giron�s                                 
17,79,Girona                                            ,2,14,U,663,520,"078,43",143,"021,57",1,"000,19",1,"000,19",518,"099,62",519,"099,81",20,Giron�s                                 
17,79,Girona                                            ,2,15,A,602,527,"087,54",75,"012,46",2,"000,38",1,"000,19",524,"099,43",525,"099,62",20,Giron�s                                 
17,79,Girona                                            ,2,15,B,545,464,"085,14",81,"014,86",1,"000,22",3,"000,65",460,"099,14",463,"099,78",20,Giron�s                                 
17,79,Girona                                            ,2,15,C,623,530,"085,07",93,"014,93",1,"000,19",2,"000,38",527,"099,43",529,"099,81",20,Giron�s                                 
17,79,Girona                                            ,2,16,A,506,443,"087,55",63,"012,45",1,"000,23",3,"000,68",439,"099,10",442,"099,77",20,Giron�s                                 
17,79,Girona                                            ,2,16,B,466,432,"092,70",34,"007,30",3,"000,69",1,"000,23",428,"099,07",429,"099,31",20,Giron�s                                 
17,79,Girona                                            ,2,17,A,513,460,"089,67",53,"010,33",1,"000,22",3,"000,65",456,"099,13",459,"099,78",20,Giron�s                                 
17,79,Girona                                            ,2,17,B,480,433,"090,21",47,"009,79",3,"000,69",2,"000,46",428,"098,85",430,"099,31",20,Giron�s                                 
17,79,Girona                                            ,2,18,A,520,459,"088,27",61,"011,73",4,"000,87",3,"000,65",452,"098,47",455,"099,13",20,Giron�s                                 
